tic,gic_sub_industry,gic_industry,gic_group,gic_sector,naics_industry,naics_group,naiscs_sector,sic_industry,sic_group,sic_sector
WWE,50202010,502020,5020,50,512110,5121,51,7812,781,78
SFST,40101015,401010,4010,40,522110,5221,52,6020,602,60
AKAM,45102030,451020,4510,45,519130,5191,51,7370,737,73
GAIA,50202010,502020,5020,50,519130,5191,51,7370,737,73
PLUG,20104010,201040,2010,20,334413,3344,33,3674,367,36
NEO,35203010,352030,3520,35,621511,6215,62,8071,807,80
KTOS,20101010,201010,2010,20,541512,5415,54,7370,737,73
CHTR,50201030,502010,5020,50,515210,5152,51,4841,484,48
EXPE,25301020,253010,2530,25,561510,5615,56,4700,470,47
IMMR,45202030,452020,4520,45,511210,5112,51,7372,737,73
ONTO,45301010,453010,4530,45,334513,3345,33,3823,382,38
A,35203010,352030,3520,35,334516,3345,33,3826,382,38
TDY,20101010,201010,2010,20,334511,3345,33,3812,381,38
BGCP,40203020,402030,4020,40,523120,5231,52,6211,621,62
PKG,15103020,151030,1510,15,322211,3222,32,2650,265,26
ZYXI,35101010,351010,3510,35,334510,3345,33,3845,384,38
AGEN,35201010,352010,3520,35,325412,3254,32,2834,283,28
SLAB,45301020,453010,4530,45,334413,3344,33,3674,367,36
EW,35101010,351010,3510,35,339113,3391,33,3842,384,38
EPC,30302010,303020,3030,30,332215,3322,33,3420,342,34
RIGL,35201010,352010,3520,35,325412,3254,32,2834,283,28
LMNX,35203010,352030,3520,35,325413,3254,32,2835,283,28
CCMP,45301010,453010,4530,45,325998,3259,32,2890,289,28
HSTM,35103010,351030,3510,35,511210,5112,51,7372,737,73
MET,40301020,403010,4030,40,524113,5241,52,6311,631,63
LXRX,35201010,352010,3520,35,325413,3254,32,2835,283,28
LPSN,45103010,451030,4510,45,518210,5182,51,7370,737,73
SGMO,35201010,352010,3520,35,325414,3254,32,2836,283,28
EXEL,35201010,352010,3520,35,325414,3254,32,2836,283,28
ON,45301020,453010,4530,45,334413,3344,33,3674,367,36
CEVA,45301020,453010,4530,45,533110,5331,53,6794,679,67
RBBN,45201020,452010,4520,45,541512,5415,54,7373,737,73
NRG,55101010,551010,5510,55,22111,2211,22,4911,491,49
INSM,35201010,352010,3520,35,325414,3254,32,2836,283,28
PACW,40101015,401010,4010,40,522110,5221,52,6020,602,60
VC,25101010,251010,2510,25,336320,3363,33,3714,371,37
ISRG,35101010,351010,3510,35,334510,3345,33,3845,384,38
CRL,35203010,352030,3520,35,54171,5417,54,8731,873,87
MRVL,45301020,453010,4530,45,334413,3344,33,3674,367,36
BHLB,40101015,401010,4010,40,522110,5221,52,6020,602,60
ENTG,45301010,453010,4530,45,333242,3332,33,3559,355,35
ACLS,45301010,453010,4530,45,333242,3332,33,3559,355,35
MAXR,20101010,201010,2010,20,334220,3342,33,3663,366,36
SAVA,35202010,352020,3520,35,325412,3254,32,2834,283,28
EVC,50201020,502010,5020,50,515120,5151,51,4833,483,48
ARNA,35201010,352010,3520,35,325414,3254,32,2836,283,28
ILMN,35203010,352030,3520,35,334516,3345,33,3826,382,38
BRKR,35203010,352030,3520,35,334516,3345,33,3826,382,38
SRGA,35101020,351010,3510,35,339113,3391,33,3842,384,38
EQIX,60101080,601010,6010,60,531120,5311,53,6798,679,67
PNFP,40101015,401010,4010,40,522110,5221,52,6020,602,60
MCO,40203040,402030,4020,40,561450,5614,56,7323,732,73
TTMI,45203020,452030,4520,45,334412,3344,33,3672,367,36
AWH,35101010,351010,3510,35,325413,3254,32,2835,283,28
DRRX,35202010,352020,3520,35,325412,3254,32,2834,283,28
ITGR,35101010,351010,3510,35,334510,3345,33,3845,384,38
TPR,25203010,252030,2520,25,316992,3169,31,3100,310,31
SLCT,40101015,401010,4010,40,522110,5221,52,6020,602,60
TNET,20202010,202020,2020,20,518210,5182,51,7374,737,73
INSG,45201020,452010,4520,45,334210,3342,33,3661,366,36
EXAS,35201010,352010,3520,35,541714,5417,54,8731,873,87
RGP,20202020,202020,2020,20,541211,5412,54,8721,872,87
ALGN,35101020,351010,3510,35,339114,3391,33,3843,384,38
GRMN,25201010,252010,2520,25,334511,3345,33,3812,381,38
SGEN,35201010,352010,3520,35,325414,3254,32,2836,283,28
HBIO,35203010,352030,3520,35,334516,3345,33,3826,382,38
DVAX,35201010,352010,3520,35,325414,3254,32,2836,283,28
ACAD,35201010,352010,3520,35,325414,3254,32,2836,283,28
GPN,45102020,451020,4510,45,518210,5182,51,7374,737,73
OIS,10101020,101010,1010,10,333132,3331,33,3533,353,35
BTU,10102050,101020,1010,10,212111,2121,21,1220,122,12
MPX,25202010,252020,2520,25,336612,3366,33,3730,373,37
SYNA,45301020,453010,4530,45,334413,3344,33,3674,367,36
MDLZ,30202030,302020,3020,30,311821,3118,31,2052,205,20
OMCL,35103010,351030,3510,35,541512,5415,54,7373,737,73
SHBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
PRU,40301020,403010,4030,40,524113,5241,52,6311,631,63
ACN,45102010,451020,4510,45,541611,5416,54,8742,874,87
AXON,20101010,201010,2010,20,332994,3329,33,3480,348,34
ADS,45102020,451020,4510,45,518210,5182,51,7374,737,73
WLTW,40301010,403010,4030,40,524210,5242,52,6411,641,64
MVBF,40101015,401010,4010,40,522110,5221,52,6020,602,60
CCRN,35102015,351020,3510,35,561320,5613,56,7363,736,73
BG,30202010,302020,3020,30,311211,3112,31,2040,204,20
NTUS,35101010,351010,3510,35,334510,3345,33,3845,384,38
PDFS,45301010,453010,4530,45,511210,5112,51,7370,737,73
AMN,35102015,351020,3510,35,561311,5613,56,7361,736,73
ZBH,35101010,351010,3510,35,339113,3391,33,3842,384,38
ABG,25504050,255040,2550,25,441110,4411,44,5500,550,55
XPO,20301010,203010,2030,20,541614,5416,54,4731,473,47
ANTM,35102030,351020,3510,35,524114,5241,52,6324,632,63
GME,25504020,255040,2550,25,443142,4431,44,5734,573,57
WW,25302020,253020,2530,25,812191,8121,81,7200,720,72
CNC,35102030,351020,3510,35,524114,5241,52,6324,632,63
PFG,40301020,403010,4030,40,523920,5239,52,6282,628,62
AAP,25504050,255040,2550,25,441310,4413,44,5531,553,55
AYI,20104010,201040,2010,20,335122,3351,33,3640,364,36
PDM,60101040,601010,6010,60,531120,5311,53,6798,679,67
MANT,20202020,202020,2020,20,541512,5415,54,7373,737,73
WNEB,40102010,401020,4010,40,522120,5221,52,6035,603,60
CORT,35202010,352020,3520,35,325412,3254,32,2834,283,28
CUTR,35101010,351010,3510,35,334510,3345,33,3845,384,38
CCOI,50101010,501010,5010,50,517311,5173,51,4813,481,48
VRNT,45103010,451030,4510,45,541512,5415,54,7373,737,73
JBLU,20302010,203020,2030,20,481111,4811,48,4512,451,45
BCBP,40101015,401010,4010,40,522110,5221,52,6020,602,60
NFLX,50202010,502020,5020,50,532282,5322,53,7841,784,78
CVGW,30202030,302020,3020,30,424480,4244,42,5140,514,51
CPSI,35103010,351030,3510,35,541512,5415,54,7373,737,73
OSTK,25502020,255020,2550,25,454110,4541,45,5961,596,59
ACM,20103010,201030,2010,20,541330,5413,54,8711,871,87
BDSI,35202010,352020,3520,35,325412,3254,32,2834,283,28
GLDD,20103010,201030,2010,20,237990,2379,23,1600,160,16
TDG,20101010,201010,2010,20,336413,3364,33,3728,372,37
FORM,45301010,453010,4530,45,334515,3345,33,3825,382,38
SAFT,40301040,403010,4030,40,524126,5241,52,6331,633,63
RRGB,25301040,253010,2530,25,722511,7225,72,5812,581,58
NPO,20106020,201060,2010,20,339991,3399,33,3050,305,30
CME,40203040,402030,4020,40,523210,5232,52,6200,620,62
WHG,40203010,402030,4020,40,523920,5239,52,6282,628,62
NXST,50201020,502010,5020,50,515120,5151,51,4833,483,48
WYNN,25301010,253010,2530,25,721120,7211,72,7990,799,79
NDAQ,40203040,402030,4020,40,523210,5232,52,6200,620,62
BANC,40101015,401010,4010,40,522110,5221,52,6020,602,60
CIT,40101015,401010,4010,40,522110,5221,52,6020,602,60
DKS,25504040,255040,2550,25,451110,4511,45,5940,594,59
GALT,35201010,352010,3520,35,325412,3254,32,2834,283,28
CRI,25203010,252030,2520,25,315,315,31,2300,230,23
PFS,40102010,401020,4010,40,522120,5221,52,6036,603,60
TCBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
PRAA,40202010,402020,4020,40,522298,5222,52,6153,615,61
SAIA,20304020,203040,2030,20,484122,4841,48,4213,421,42
XEC,10102020,101020,1010,10,2111,2111,21,1311,131,13
OTRK,35102015,351020,3510,35,622210,6222,62,8060,806,80
BFC,40101015,401010,4010,40,522110,5221,52,6020,602,60
PKBK,40101015,401010,4010,40,522110,5221,52,6020,602,60
HALO,35201010,352010,3520,35,325414,3254,32,2836,283,28
FBMS,40101015,401010,4010,40,522110,5221,52,6020,602,60
MOH,35102030,351020,3510,35,524114,5241,52,6324,632,63
AXS,40301040,403010,4030,40,524130,5241,52,6331,633,63
BCLI,35201010,352010,3520,35,325414,3254,32,2836,283,28
NTGR,45201020,452010,4520,45,334220,3342,33,3663,366,36
GOOD,60101010,601010,6010,60,531120,5311,53,6798,679,67
MODV,35102015,351020,3510,35,485991,4859,48,4100,410,41
ATSG,20301010,203010,2030,20,481112,4811,48,4512,451,45
WLL,10102020,101020,1010,10,211120,2111,21,1311,131,13
LKQ,25501010,255010,2550,25,423140,4231,42,5010,501,50
NNI,40202010,402020,4020,40,522291,5222,52,6141,614,61
XPER,45103020,451030,4510,45,334413,3344,33,3674,367,36
SNX,45203030,452030,4520,45,423430,4234,42,5045,504,50
MRLN,40201040,402010,4020,40,522220,5222,52,6172,617,61
AEL,40301020,403010,4030,40,524113,5241,52,6311,631,63
ADES,15101050,151010,1510,15,333249,3332,33,3559,355,35
CONN,25504020,255040,2550,25,443142,4431,44,5731,573,57
TPX,25201020,252010,2520,25,337910,3379,33,2510,251,25
HTH,40101015,401010,4010,40,522110,5221,52,6199,619,61
AIZ,40301030,403010,4030,40,524126,5241,52,6351,635,63
CMP,15104020,151040,1510,15,212393,2123,21,1400,140,14
KRO,15101010,151010,1510,15,325130,3251,32,2810,281,28
VST,55105010,551050,5510,55,2211,2211,22,4911,491,49
PCB,40101015,401010,4010,40,522110,5221,52,6020,602,60
SRC,60101070,601010,6010,60,531120,5311,53,6798,679,67
CRM,45103010,451030,4510,45,511210,5112,51,7372,737,73
MEIP,35201010,352010,3520,35,325412,3254,32,2834,283,28
AGO,40301040,403010,4030,40,524126,5241,52,6351,635,63
NYMT,40204010,402040,4020,40,525990,5259,52,6798,679,67
GNW,40301020,403010,4030,40,524113,5241,52,6311,631,63
CYTK,35201010,352010,3520,35,325412,3254,32,2834,283,28
TBBK,40101015,401010,4010,40,522110,5221,52,6020,602,60
SP,20201050,202010,2020,20,812930,8129,81,7500,750,75
MKTX,40203040,402030,4020,40,523210,5232,52,6200,620,62
BGS,30202030,302020,3020,30,311421,3114,31,2033,203,20
ABR,40204010,402040,4020,40,525990,5259,52,6798,679,67
DPZ,25301040,253010,2530,25,722511,7225,72,5812,581,58
MA,45102020,451020,4510,45,522320,5223,52,6099,609,60
GOOGL,50203010,502030,5020,50,518210,5182,51,7370,737,73
MNKD,35201010,352010,3520,35,325414,3254,32,2836,283,28
WTI,10102020,101020,1010,10,211120,2111,21,1311,131,13
MORN,40203040,402030,4020,40,519130,5191,51,7370,737,73
STXS,35101010,351010,3510,35,334510,3345,33,3845,384,38
TXRH,25301040,253010,2530,25,722511,7225,72,5812,581,58
BWFG,40101015,401010,4010,40,522110,5221,52,6020,602,60
EXR,60101080,601010,6010,60,531130,5311,53,6798,679,67
BECN,20107010,201070,2010,20,423330,4233,42,5030,503,50
SFL,10102040,101020,1010,10,483111,4831,48,4412,441,44
INVA,35202010,352020,3520,35,325412,3254,32,2834,283,28
HY,20106020,201060,2010,20,333924,3339,33,3537,353,35
WLK,15101010,151010,1510,15,325199,3251,32,2860,286,28
DRH,60101030,601010,6010,60,531120,5311,53,6798,679,67
MRTX,35201010,352010,3520,35,325414,3254,32,2836,283,28
SBNY,40101015,401010,4010,40,522110,5221,52,6020,602,60
VVI,20201070,202010,2020,20,561920,5619,56,7389,738,73
MPWR,45301020,453010,4530,45,334413,3344,33,3674,367,36
ENS,20104010,201040,2010,20,335911,3359,33,3690,369,36
ORA,55105020,551050,5510,55,2211,2211,22,4911,491,49
CUBE,60101080,601010,6010,60,531130,5311,53,6798,679,67
DLR,60101080,601010,6010,60,531120,5311,53,6798,679,67
BCML,40101015,401010,4010,40,522110,5221,52,6020,602,60
ACC,60101060,601010,6010,60,531110,5311,53,6798,679,67
MIC,20305010,203050,2030,20,488119,4881,48,4581,458,45
LVS,25301010,253010,2530,25,721120,7211,72,7990,799,79
KRNY,40102010,401020,4010,40,522120,5221,52,6036,603,60
PBIP,40102010,401020,4010,40,522120,5221,52,6036,603,60
BFIN,40101015,401010,4010,40,522110,5221,52,6020,602,60
HURN,20202020,202020,2020,20,541611,5416,54,8742,874,87
CNSL,50101020,501010,5010,50,517311,5173,51,4813,481,48
MOS,15101030,151010,1510,15,3253,3253,32,2870,287,28
CYRX,35101010,351010,3510,35,339113,3391,33,3842,384,38
MPW,60101050,601010,6010,60,531110,5311,53,6798,679,67
CE,15101050,151010,1510,15,325199,3251,32,2860,286,28
NP,15105020,151050,1510,15,322121,3221,32,2621,262,26
INBK,40101015,401010,4010,40,522110,5221,52,6020,602,60
PBH,35202010,352020,3520,35,424210,4242,42,5122,512,51
ULH,20304020,203040,2030,20,4841,4841,48,4210,421,42
DLB,45103020,451030,4510,45,511210,5112,51,7372,737,73
WEX,45102020,451020,4510,45,518210,5182,51,7374,737,73
XPEL,25101010,251010,2510,25,336390,3363,33,3714,371,37
HUN,15101020,151010,1510,15,3251,3251,32,2860,286,28
LHCG,35102015,351020,3510,35,621610,6216,62,8082,808,80
EXLS,45102020,451020,4510,45,518210,5182,51,7374,737,73
LAZ,40203020,402030,4020,40,523930,5239,52,6282,628,62
AX,40102010,401020,4010,40,522120,5221,52,6035,603,60
CORE,25501010,255010,2550,25,424940,4249,42,5190,519,51
DXCM,35101010,351010,3510,35,334510,3345,33,3845,384,38
MNOV,35201010,352010,3520,35,325414,3254,32,2836,283,28
INFO,20202020,202020,2020,20,519130,5191,51,7370,737,73
RLGT,20301010,203010,2030,20,488510,4885,48,4731,473,47
ZUMZ,25504010,255040,2550,25,448140,4481,44,5651,565,56
BLDR,20102010,201020,2010,20,321992,3219,32,2452,245,24
CTRN,25504010,255040,2550,25,448140,4481,44,5651,565,56
KOP,15101010,151010,1510,15,325194,3251,32,2860,286,28
ICE,40203040,402030,4020,40,523999,5239,52,6200,620,62
EVRI,25301010,253010,2530,25,333318,3333,33,3578,357,35
EGLE,20303010,203030,2030,20,483111,4831,48,4412,441,44
CPS,25101010,251010,2510,25,3363,3363,33,3714,371,37
GTT,45102030,451020,4510,45,517919,5179,51,4899,489,48
FSP,60101040,601010,6010,60,531120,5311,53,6798,679,67
ATRC,35101010,351010,3510,35,339112,3391,33,3841,384,38
RUTH,25301040,253010,2530,25,722511,7225,72,5812,581,58
WAL,40101015,401010,4010,40,522110,5221,52,6020,602,60
JRVR,40301040,403010,4030,40,524126,5241,52,6331,633,63
GNK,20303010,203030,2030,20,483111,4831,48,4412,441,44
CF,15101030,151010,1510,15,325311,3253,32,2870,287,28
CXP,60101040,601010,6010,60,531120,5311,53,6798,679,67
CTSO,35101010,351010,3510,35,339112,3391,33,3841,384,38
THS,30202030,302020,3020,30,311421,3114,31,2030,203,20
CMPR,20201010,202010,2020,20,32311,3231,32,2750,275,27
OFLX,20106020,201060,2010,20,332912,3329,33,3490,349,34
RPAI,60101070,601010,6010,60,531120,5311,53,6798,679,67
DISCA,50201020,502010,5020,50,515210,5152,51,4841,484,48
TROX,15101010,151010,1510,15,325130,3251,32,2810,281,28
ISBC,40101015,401010,4010,40,522110,5221,52,6020,602,60
WSBF,40102010,401020,4010,40,522120,5221,52,6035,603,60
OPBK,40102010,401020,4010,40,522110,5221,52,6020,602,60
IRBT,25201040,252010,2520,25,339999,3399,33,3990,399,39
SPR,20101010,201010,2010,20,336413,3364,33,3728,372,37
ACCO,20201060,202010,2020,20,323111,3231,32,2780,278,27
ROLL,20106020,201060,2010,20,332991,3329,33,3562,356,35
AMSF,40301040,403010,4030,40,524126,5241,52,6331,633,63
HOMB,40101015,401010,4010,40,522110,5221,52,6020,602,60
BKD,35102020,351020,3510,35,623311,6233,62,8050,805,80
AMP,40203010,402030,4020,40,523110,5231,52,6211,621,62
MNSB,40101015,401010,4010,40,522110,5221,52,6020,602,60
CROX,25203020,252030,2520,25,316210,3162,31,3021,302,30
SPWR,45301020,453010,4530,45,334413,3344,33,3674,367,36
UAA,25203010,252030,2520,25,315,315,31,2300,230,23
LDOS,20202020,202020,2020,20,541512,5415,54,7373,737,73
CORR,60101080,601010,6010,60,531120,5311,53,6798,679,67
ZIOP,35201010,352010,3520,35,325414,3254,32,2836,283,28
DHT,10102040,101020,1010,10,483111,4831,48,4412,441,44
FNF,40301040,403010,4030,40,524127,5241,52,6361,636,63
FBIZ,40101015,401010,4010,40,522110,5221,52,6020,602,60
CPA,20302010,203020,2030,20,481111,4811,48,4512,451,45
LYV,50202010,502020,5020,50,711320,7113,71,7900,790,79
UEC,10102050,101020,1010,10,212291,2122,21,1090,109,10
HEES,20107010,201070,2010,20,423830,4238,42,5084,508,50
CMG,25301040,253010,2530,25,722513,7225,72,5812,581,58
FIS,45102020,451020,4510,45,518210,5182,51,7374,737,73
LQDT,25502020,255020,2550,25,454110,4541,45,5961,596,59
KRA,15101050,151010,1510,15,325211,3252,32,2821,282,28
VNDA,35201010,352010,3520,35,325414,3254,32,2836,283,28
AVXL,35201010,352010,3520,35,325414,3254,32,2836,283,28
MWA,20106020,201060,2010,20,332911,3329,33,3490,349,34
ATEC,35101010,351010,3510,35,339113,3391,33,3842,384,38
VG,45103010,451030,4510,45,518210,5182,51,7370,737,73
DK,10102030,101020,1010,10,324110,3241,32,2911,291,29
LUNA,45203010,452030,4520,45,333314,3333,33,3827,382,38
SNCR,45103010,451030,4510,45,518210,5182,51,7370,737,73
HBMD,40101015,401010,4010,40,522110,5221,52,6020,602,60
PFPT,45103020,451030,4510,45,511210,5112,51,7372,737,73
GOGO,50102010,501020,5010,50,517919,5179,51,4899,489,48
CUBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
HTBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
RDUS,35201010,352010,3520,35,325414,3254,32,2836,283,28
POST,30202030,302020,3020,30,311999,3119,31,2015,201,20
SPLK,45103010,451030,4510,45,511210,5112,51,7372,737,73
FB,50203010,502030,5020,50,519130,5191,51,7370,737,73
ESRT,60101010,601010,6010,60,531120,5311,53,6798,679,67
FANG,10102020,101020,1010,10,2111,2111,21,1311,131,13
CSTE,20102010,201020,2010,20,327991,3279,32,3281,328,32
PSX,10102030,101020,1010,10,324110,3241,32,2911,291,29
ASPU,25302010,253020,2530,25,611310,6113,61,8200,820,82
PBYI,35201010,352010,3520,35,325414,3254,32,2836,283,28
GMED,35101010,351010,3510,35,339112,3391,33,3841,384,38
NOW,45103020,451030,4510,45,511210,5112,51,7372,737,73
BLMN,25301040,253010,2530,25,722511,7225,72,5812,581,58
PANW,45103020,451030,4510,45,519130,5191,51,7370,737,73
FIVE,25504040,255040,2550,25,452319,4523,45,5331,533,53
RLGY,60102040,601020,6010,60,531210,5312,53,6531,653,65
PGTI,20102010,201020,2010,20,332321,3323,33,3442,344,34
CVLT,45103020,451030,4510,45,518210,5182,51,7370,737,73
PTCT,35201010,352010,3520,35,325414,3254,32,2836,283,28
QRTEA,25502020,255020,2550,25,454110,4541,45,5961,596,59
SEM,35102020,351020,3510,35,622310,6223,62,8060,806,80
KBR,20202020,202020,2020,20,54151,5415,54,7370,737,73
EHTH,40301010,403010,4030,40,524210,5242,52,6411,641,64
LMAT,35101010,351010,3510,35,339112,3391,33,3841,384,38
INFU,35102015,351020,3510,35,532283,5322,53,7350,735,73
ESXB,40101015,401010,4010,40,522110,5221,52,6020,602,60
ICFI,20202020,202020,2020,20,541611,5416,54,8742,874,87
GTS,35102030,351020,3510,35,524114,5241,52,6324,632,63
TNL,25301020,253010,2530,25,531390,5313,53,6531,653,65
EVR,40203020,402030,4020,40,523999,5239,52,6200,620,62
ORBC,50101010,501010,5010,50,517410,5174,51,4899,489,48
ALGT,20302010,203020,2030,20,481111,4811,48,4512,451,45
FOLD,35201010,352010,3520,35,325414,3254,32,2836,283,28
WU,45102020,451020,4510,45,522320,5223,52,6099,609,60
CELH,30201030,302010,3020,30,312111,3121,31,2086,208,20
DEI,60101040,601010,6010,60,531120,5311,53,6798,679,67
HBI,25203010,252030,2520,25,315,315,31,2300,230,23
FSLR,45301020,453010,4530,45,334413,3344,33,3674,367,36
GORO,15104030,151040,1510,15,212221,2122,21,1040,104,10
FRST,40101015,401010,4010,40,522110,5221,52,6020,602,60
WLDN,20202020,202020,2020,20,541330,5413,54,8711,871,87
PRIM,20103010,201030,2010,20,237120,2371,23,1623,162,16
AWI,20102010,201020,2010,20,327993,3279,32,3290,329,32
SBH,25504040,255040,2550,25,446120,4461,44,5990,599,59
IPGP,45203020,452030,4520,45,334413,3344,33,3674,367,36
CPRX,35201010,352010,3520,35,325412,3254,32,2834,283,28
ATHX,35201010,352010,3520,35,325414,3254,32,2836,283,28
EBS,35201010,352010,3520,35,325414,3254,32,2836,283,28
CTT,60101080,601010,6010,60,531190,5311,53,6798,679,67
AIMC,20106020,201060,2010,20,333613,3336,33,3560,356,35
TAST,25301040,253010,2530,25,722513,7225,72,5812,581,58
III,45102010,451020,4510,45,518210,5182,51,7374,737,73
CLNE,10102030,101020,1010,10,447190,4471,44,5500,550,55
AVAV,20101010,201010,2010,20,336411,3364,33,3721,372,37
NCMI,50201010,502010,5020,50,541850,5418,54,7310,731,73
SMCI,45202030,452020,4520,45,334111,3341,33,3570,357,35
EIG,40301040,403010,4030,40,524126,5241,52,6331,633,63
PRTS,25502020,255020,2550,25,454110,4541,45,5961,596,59
ESGR,40301050,403010,4030,40,524126,5241,52,6331,633,63
ARAY,35101010,351010,3510,35,334510,3345,33,3845,384,38
IBKR,40203020,402030,4020,40,523120,5231,52,6211,621,62
ESSA,40102010,401020,4010,40,522120,5221,52,6036,603,60
UFS,15105020,151050,1510,15,322121,3221,32,2621,262,26
TFSL,40102010,401020,4010,40,522120,5221,52,6035,603,60
CARE,40101015,401010,4010,40,522110,5221,52,6020,602,60
BR,45102020,451020,4510,45,541512,5415,54,7373,737,73
GLRE,40301050,403010,4030,40,524130,5241,52,6331,633,63
FRBA,40101015,401010,4010,40,522110,5221,52,6020,602,60
CNK,50202010,502020,5020,50,512131,5121,51,7830,783,78
CAI,20107010,201070,2010,20,532411,5324,53,7359,735,73
TTGT,50201010,502010,5020,50,5418,5418,54,7310,731,73
PODD,35101010,351010,3510,35,334510,3345,33,3845,384,38
INFN,45201020,452010,4520,45,334118,3341,33,3576,357,35
JAZZ,35202010,352020,3520,35,325412,3254,32,2834,283,28
LLNW,45102030,451020,4510,45,517311,5173,51,7370,737,73
CDXC,35203010,352030,3520,35,325411,3254,32,2833,283,28
DFS,40202010,402020,4020,40,522210,5222,52,6141,614,61
AMC,50202010,502020,5020,50,512131,5121,51,7830,783,78
TIPT,40301040,403010,4030,40,524126,5241,52,6331,633,63
PRO,45103010,451030,4510,45,518210,5182,51,7370,737,73
SCOR,50201010,502010,5020,50,519130,5191,51,7370,737,73
MASI,35101010,351010,3510,35,334510,3345,33,3845,384,38
DHX,50203010,502030,5020,50,561311,5613,56,7361,736,73
ALSN,20106010,201060,2010,20,336350,3363,33,3714,371,37
G,45102020,451020,4510,45,518210,5182,51,7374,737,73
LULU,25203010,252030,2520,25,315240,3152,31,2300,230,23
RILY,40203020,402030,4020,40,541990,5419,54,7389,738,73
VMW,45103020,451030,4510,45,541512,5415,54,7373,737,73
TDC,45103020,451030,4510,45,518210,5182,51,7370,737,73
MSCI,40203040,402030,4020,40,523930,5239,52,6282,628,62
LPLA,40203020,402030,4020,40,523120,5231,52,6211,621,62
ROIC,60101070,601010,6010,60,531120,5311,53,6798,679,67
TGH,20107010,201070,2010,20,532411,5324,53,7359,735,73
CVI,10102030,101020,1010,10,324110,3241,32,2911,291,29
PZN,40203010,402030,4020,40,523920,5239,52,6282,628,62
ULTA,25504040,255040,2550,25,446120,4461,44,5990,599,59
APEI,25302010,253020,2530,25,611310,6113,61,8200,820,82
ENSG,35102020,351020,3510,35,623110,6231,62,8051,805,80
LL,25504030,255040,2550,25,444110,4441,44,5211,521,52
SCU,40203010,402030,4020,40,523920,5239,52,6282,628,62
UIHC,40301040,403010,4030,40,524126,5241,52,6331,633,63
NFBK,40102010,401020,4010,40,522120,5221,52,6035,603,60
CIM,40204010,402040,4020,40,525990,5259,52,6798,679,67
TITN,20107010,201070,2010,20,441228,4412,44,5500,550,55
LRN,25302010,253020,2530,25,611110,6111,61,8200,820,82
ACBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
FOR,60102030,601020,6010,60,237210,2372,23,6552,655,65
SATS,45201020,452010,4520,45,334220,3342,33,3663,366,36
EBSB,40102010,401020,4010,40,522120,5221,52,6036,603,60
CSII,35101010,351010,3510,35,339112,3391,33,3841,384,38
AWK,55104010,551040,5510,55,221310,2213,22,4941,494,49
V,45102020,451020,4510,45,522320,5223,52,6099,609,60
CFX,20106020,201060,2010,20,333992,3339,33,3540,354,35
FN,45203020,452030,4520,45,3344,3344,33,3670,367,36
HCCI,20201050,202010,2020,20,562211,5622,56,4955,495,49
PM,30203010,302030,3020,30,312230,3122,31,2111,211,21
HI,20106020,201060,2010,20,3339,3339,33,3530,353,35
CCXI,35201010,352010,3520,35,325414,3254,32,2836,283,28
ZGNX,35202010,352020,3520,35,325412,3254,32,2834,283,28
SWI,45103020,451030,4510,45,518210,5182,51,7370,737,73
ERII,20106020,201060,2010,20,333249,3332,33,3559,355,35
KKR,40203010,402030,4020,40,523920,5239,52,6282,628,62
VRS,15105020,151050,1510,15,322121,3221,32,2621,262,26
NX,20102010,201020,2010,20,332321,3323,33,3442,344,34
CDNA,35201010,352010,3520,35,325413,3254,32,2835,283,28
FLDM,35203010,352030,3520,35,334516,3345,33,3826,382,38
CDXS,35203010,352030,3520,35,325414,3254,32,2836,283,28
IPI,15101030,151010,1510,15,212391,2123,21,1400,140,14
AGNC,40204010,402040,4020,40,525990,5259,52,6798,679,67
ECHO,20301010,203010,2030,20,541614,5416,54,4731,473,47
HCI,40301040,403010,4030,40,524126,5241,52,6331,633,63
MRC,20107010,201070,2010,20,423510,4235,42,5051,505,50
IOVA,35201010,352010,3520,35,325414,3254,32,2836,283,28
LOPE,25302010,253020,2530,25,611310,6113,61,8200,820,82
SB,20303010,203030,2030,20,483111,4831,48,4412,441,44
HBCP,40102010,401020,4010,40,522120,5221,52,6035,603,60
IVR,40204010,402040,4020,40,525990,5259,52,6798,679,67
MG,20202020,202020,2020,20,541330,5413,54,8711,871,87
BKI,45103010,451030,4510,45,518210,5182,51,7374,737,73
ATVI,50202020,502020,5020,50,511210,5112,51,7372,737,73
TREE,40202010,402020,4020,40,522310,5223,52,6163,616,61
JBT,20106020,201060,2010,20,333241,3332,33,3550,355,35
RXN,20106020,201060,2010,20,332991,3329,33,3560,356,35
BERY,15103010,151030,1510,15,3261,3261,32,3080,308,30
MYRG,20103010,201030,2010,20,2371,2371,23,1623,162,16
VRSK,20202020,202020,2020,20,524298,5242,52,6411,641,64
IBIO,35201010,352010,3520,35,325414,3254,32,2836,283,28
AVGO,45301020,453010,4530,45,334413,3344,33,3674,367,36
MDRX,35103010,351030,3510,35,519130,5191,51,7370,737,73
GPRE,10102030,101020,1010,10,325193,3251,32,2860,286,28
